Name,Season,Transfer_fee
Tobias Rau,2003,2250000
Maik Taylor,2003,2250000
Amdy Fayé,2003,2230000
Neil McCann,2003,2230000
Léo Lima,2003,2200000
Adolfo Bautista,2003,2150000
Lorenzo Amoruso,2003,2100000
Jason Roberts,2003,2100000
Srdjan Stanic,2003,2100000
Bobby Zamora,2003,2000000
Guillermo Pereyra,2003,2000000
Luca Antonini,2003,2000000
Emile Mpenza,2003,2000000
Nolberto Solano,2003,2000000
Ricardinho,2003,2000000
Evgeni Aldonin,2003,2000000
Maris Verpakovskis,2003,2000000
Jody Craddock,2003,2000000
Marcelinho Carioca,2003,2000000
Emanuel Centurión,2003,2000000
Óscar Córdoba,2003,2000000
Fabiano Rossato,2003,2000000
Jean Carlos,2003,2000000
Nicola Pozzi,2003,2000000
Gabriel Tamas,2003,2000000
Kléber,2003,2000000
Yaya Touré,2003,2000000
Jon Stead,2003,1880000
Vratislav Gresko,2003,1800000
Moumouni Dagano,2003,1800000
Goran Sablic,2003,1800000
Valdo,2003,1800000
Cata Díaz,2003,1800000
Hamit Altintop,2003,1800000
Emiliano Moretti,2003,1800000
James McFadden,2003,1750000
Salvador Carmona,2003,1750000
Florin Bratu,2003,1750000
Laurent Batlles,2003,1650000
Álvaro Santos,2003,1650000
Moisés Moura,2003,1600000
Hakan Yakin,2003,1600000
Hakan Yakin,2003,1600000
Ian Pearce,2003,1600000
Martin Taylor,2003,1600000
Rudi Skácel,2003,1600000
Pablo Guiñazú,2003,1530000
Luis Perea,2003,1500000
Tore André Flo,2003,1500000
Denis Kolodin,2003,1500000
Hossam Ghaly,2003,1500000
Tolga Seyhan,2003,1500000
Vaclav Sverkos,2003,1500000
Matías Vuoso,2003,1500000
César Prates,2003,1500000
Cédric Barbosa,2003,1500000
Claudiu Raducanu,2003,1500000
Mikhail Ashvetia,2003,1500000
Maciel,2003,1500000
Mehmet Yozgatli,2003,1500000
Paul Bosvelt,2003,1500000
Geoff Horsfield,2003,1500000
Geoff Horsfield,2003,1500000
Fábio Júnior,2003,1500000
Selcuk Sahin,2003,1500000
César Delgado,2003,1500000
Sergey Kornilenko,2003,1500000
Lee Martin,2003,1500000
Alejandro Domínguez,2003,1500000
Paul Kpaka,2003,1500000
Marlon King,2003,1400000
Okan Koc,2003,1400000
Josip Skoko,2003,1350000
Afonso Alves,2003,1330000
Matías Delgado,2003,1300000
Dorin Goian,2003,1300000
Kennedy,2003,1300000
Andrezinho,2003,1300000
Kevin Kilbane,2003,1250000
Matt Holland,2003,1250000
Rob Hulse,2003,1250000
Darren Huckerby,2003,1250000
Richard Dostalek,2003,1250000
Niclas Jensen,2003,1250000
Servet Cetin,2003,1200000
Jonathan Blondel,2003,1200000
Chidi Odiah,2003,1200000
Elpídio Silva,2003,1200000
Alan Lee,2003,1200000
Dário,2003,1200000
Marcinho Guerreiro,2003,1200000
Fernando,2003,1200000
Darijo Srna,2003,1200000
Duccio Innocenti,2003,1150000
Habib Bèye,2003,1100000
Antoine Sibierski,2003,1100000
Bernt Haas,2003,1100000
Roberto Muzzi,2003,1100000
Bosingwa,2003,1000000
Dirk Kuyt,2003,1000000
Razvan Rat,2003,1000000
Stjepan Tomas,2003,1000000
Aleksandr Belozerov,2003,1000000
Moritz Volz,2003,1000000
Mehmet Yilmaz,2003,1000000
Pierre van Hooijdonk,2003,1000000
Didier Drogba,2004,38500000
Wayne Rooney,2004,37000000
Ricardo Carvalho,2004,30000000
Émerson,2004,28000000
Samuel Eto'o,2004,27000000
Wálter Samuel,2004,25000000
Deco,2004,21000000
Paulo Ferreira,2004,20000000
Djibril Cissé,2004,20000000
Jonathan Woodgate,2004,18300000
Arjen Robben,2004,18000000
Stefano Fiore,2004,17000000
Xabi Alonso,2004,16000000
Matteo Brighi,2004,16000000
Zlatan Ibrahimovic,2004,16000000
Carlos Tévez,2004,15000000
Tiago,2004,15000000
Valeri Bojinov,2004,14000000
Matuzalém,2004,14000000
Petr Cech,2004,13000000
Jiri Jarosik,2004,12000000
Michael Owen,2004,12000000
Lúcio,2004,12000000
Alex,2004,11500000
Matteo Brighi,2004,11500000
Jean-Alain Boumsong,2004,11300000
Marco Di Vaio,2004,11000000
Nicolas Anelka,2004,10700000
Jaap Stam,2004,10500000
Carlos Alberto,2004,10000000
Gabriel Heinze,2004,10000000
Fabio Cannavaro,2004,10000000
Jérôme Rothen,2004,10000000
Péguy Luyindula,2004,10000000
Javier Chevantón,2004,10000000
Mario Yepes,2004,10000000
Emile Heskey,2004,9320000
Fernando Morientes,2004,9250000
Torsten Frings,2004,9250000
James Beattie,2004,9000000
Papa Bouba Diop,2004,9000000
Alan Smith,2004,9000000
Luis García,2004,8750000
Fernando Cavenaghi,2004,8600000
Éric Abidal,2004,8500000
Ludovic Giuly,2004,8500000
Pierre-Alain Frau,2004,8500000
Andy Reid,2004,8000000
Edmílson,2004,8000000
Goran Pandev,2004,8000000
Anderson,2004,8000000
Elano,2004,7600000
Derlei,2004,7500000
Mateja Kezman,2004,7500000
Tomás Ujfalusi,2004,7500000
Hélder Postiga,2004,7500000
James Milner,2004,7400000
Barry Ferguson,2004,7250000
Simone Perrotta,2004,7200000
Michael Dawson,2004,7000000
Philippe Mexès,2004,7000000
Fabrizio Miccoli,2004,7000000
Matteo Ferrari,2004,7000000
Diego,2004,7000000
Mark Viduka,2004,6750000
Giampaolo Pazzini,2004,6500000
Maxi López,2004,6500000
Giorgio Chiellini,2004,6500000
Luciano Figueroa,2004,6200000
Vágner Love,2004,6200000
Dean Ashton,2004,6000000
Mido,2004,6000000
Juliano Belletti,2004,6000000
Eduardo Costa,2004,6000000
Ricardo Quaresma,2004,6000000
Nilmar,2004,5750000
Francisco Lima,2004,5700000
Edú,2004,5500000
Dario Dainelli,2004,5500000
Stephen Makinwa,2004,5400000
Joel Huiqui,2004,5400000
Gerard Piqué,2004,5250000
Sean Davis,2004,5200000
Fabricio Coloccini,2004,5000000
Franck Ribéry,2004,5000000
Miroslav Klose,2004,5000000
Mohamed Kallon,2004,5000000
Simone Barone,2004,5000000
Benoît Pedretti,2004,5000000
Manuel Almunia,2004,5000000
Sylvain Armand,2004,5000000
Peter Luccin,2004,5000000
Rodrigo,2004,5000000
Jádson,2004,5000000
Angelos Charisteas,2004,4900000
César Carignano,2004,4700000
Robbie Savage,2004,4500000
Juanfran,2004,4500000
Thimothée Atouba,2004,4500000
Robert Earnshaw,2004,4500000
Robin van Persie,2004,4500000
Nemanja Vidic<U+200E>,2004,4450000
Michael Carrick,2004,4100000
Benjamin Lauth,2004,4100000
Clemente Rodríguez,2004,4000000
Radoslav Kovac,2004,4000000
Robert,2004,4000000
Mikel Arteta,2004,4000000
Alex,2004,4000000
Marcelo Bordon,2004,4000000
Martin Laursen,2004,4000000
Emanuele Calaiò,2004,4000000
Ricardo Oliveira,2004,4000000
Francis Jeffers,2004,3900000
Daniel Van Buyten,2004,3800000
Martin Albrechtsen,2004,3750000
Nicky Butt,2004,3750000
Thomas Buffel,2004,3500000
Dudu Cearense,2004,3500000
Cris,2004,3500000
John Carew,2004,3500000
Paul Freier,2004,3500000
Ariza Makukula,2004,3500000
Dennis Rommedahl,2004,3500000
Cícero,2004,3500000
Mariano González,2004,3500000
Nicolás Burdisso,2004,3500000
Luís Fabiano,2004,3500000
Jefferson Farfán,2004,3500000
Thomas Gravesen,2004,3400000
Luis Perea,2004,3300000
Jesper Grönkjaer,2004,3300000
Martin Jiranek,2004,3300000
Danny Murphy,2004,3250000
Cristian Silvestri,2004,3200000
Diego Forlán,2004,3200000
Nigel Quashie,2004,3150000
Amdy Fayé,2004,3000000
Danny,2004,3000000
Maicon,2004,3000000
Georgios Seitaridis,2004,3000000
Pablo Ibáñez,2004,3000000
Paul Robinson,2004,3000000
Ibrahim Toraman,2004,3000000
Pedro Mendes,2004,3000000
Ilan,2004,3000000
Daniel Moreira,2004,3000000
Habib Bamogo,2004,3000000
Éric Carrière,2004,3000000
Stephen Carr,2004,3000000
Fabrice Fiorèse,2004,3000000
Julio Cáceres,2004,3000000
Vedran Runje,2004,3000000
Juan Carlos Menseguez,2004,3000000
Tomasz Radzinski,2004,3000000
Josemi,2004,3000000
Batista,2004,3000000
Florin Bratu,2004,3000000
Tomas Hübschman,2004,3000000
Jelle Van Damme,2004,3000000
Peter Crouch,2004,3000000
David Healy,2004,2750000
Sotiris Kyrgiakos,2004,2630000
Eric Djemba-Djemba,2004,2540000
Leandro Romagnoli,2004,2500000
Sergey Semak,2004,2500000
Emile Mpenza,2004,2500000
Ricardo Fuller,2004,2500000
Adailton,2004,2500000
Andreas Görlitz,2004,2500000
Giorgi Demetradze,2004,2500000
Lima,2004,2500000
Mauro Rosales,2004,2500000
Thiago Silva,2004,2500000
Júlio César,2004,2450000
Fabrizio Miccoli,2004,2400000
Erik Hagen,2004,2400000
Noé Pamarot,2004,2400000
Cata Díaz,2004,2400000
Roger,2004,2300000
Mathieu Berson,2004,2300000
Marek Heinz,2004,2300000
Robbie Blake,2004,2250000
Richard Chaplow,2004,2250000
Lomana LuaLua,2004,2250000
Zoltán Gera,2004,2250000
Fitz Hall,2004,2250000
Morten Gamst Pedersen,2004,2250000
Milos Krasic,2004,2250000
Emmanuel Eboué,2004,2200000
Sergio Almirón,2004,2200000
Vladimir Manchev,2004,2200000
Tim Cahill,2004,2200000
Adriano,2004,2100000
Jesper Grönkjaer,2004,2000000
Sonny Anderson,2004,2000000
Chong-gug Song,2004,2000000
Luís Loureiro,2004,2000000
Leandro,2004,2000000
Sebastian Mila,2004,2000000
Léo Lima,2004,2000000
Aleksey Bugaev,2004,2000000
Paulo Assunção,2004,2000000
Jussiê,2004,2000000
Kevin Hofland,2004,2000000
Juan Carlos Cacho,2004,2000000
Marco Caneira,2004,2000000
Vahid Hashemian,2004,2000000
Seyi Olofinjana,2004,2000000
Erik Edman,2004,2000000
Weldon,2004,2000000
Rodolfo,2004,2000000
Serkan Balci,2004,2000000
Davide Carrus,2004,2000000
DaMarcus Beasley,2004,2000000
Pepe,2004,2000000
Davide Possanzini,2004,1900000
Claus Jensen,2004,1900000
Andreas Jakobsson,2004,1800000
Damian Gorawski,2004,1800000
Ki-hyeon Seol,2004,1800000
Serghei Covalciuc,2004,1800000
Marcel,2004,1800000
Sixto Peralta,2004,1800000
Calum Davenport,2004,1800000
Ibson,2004,1800000
Mladen Petric,2004,1750000
Azar Karadas,2004,1750000
Jonathan Greening,2004,1750000
Önder Turaci,2004,1700000
Pedro Benítez,2004,1700000
Andreas Isaksson,2004,1700000
Maksim Romashchenko,2004,1600000
Tobias Linderoth,2004,1600000
Dragan Mladenovic,2004,1600000
Niko Kranjcar,2004,1500000
Juan Pablo Sorín,2004,1500000
Élson,2004,1500000
Damani Ralph,2004,1500000
Giannis Skopelitis,2004,1500000
Atiba Hutchinson,2004,1500000
Khalid Boulahrouz,2004,1500000
Rigobert Song,2004,1500000
Gilberto,2004,1500000
Jérémie Bréchet,2004,1500000
Ben Thatcher,2004,1500000
Sylvinho,2004,1500000
Facundo Quiroga,2004,1500000
Michael Essien,2005,38000000
Shaun Wright-Phillips,2005,31500000
Sergio Ramos,2005,27000000
Michael Owen,2005,25000000
Alberto Gilardino,2005,25000000
Robinho,2005,24000000
Patrick Vieira,2005,20000000
Júlio Baptista,2005,20000000
Albert Luque,2005,20000000
Maniche,2005,16000000
Wálter Samuel,2005,16000000
Fred,2005,15600000
Jermaine Jenas,2005,15000000
Aleksandr Hleb,2005,15000000
Asier del Horno,2005,12000000
David Pizarro,2005,12000000
David Villa,2005,12000000
Mohamed Sissoko,2005,12000000
Javier Mascherano,2005,11800000
Dean Ashton,2005,10890000
Peter Crouch,2005,10500000
Nemanja Vidic<U+200E>,2005,10500000
Theo Walcott,2005,10500000
Lucho González,2005,10250000
Tiago,2005,10100000
Luca Toni,2005,10000000
Luís Fabiano,2005,10000000
Georgios Seitaridis,2005,10000000
Emmanuel Adebayor,2005,10000000
Martin Petrov,2005,10000000
Pepe Reina,2005,9800000
Yakubu Aiyegbeni,2005,9750000
Mateja Kezman,2005,9000000
Andy van der Meyde,2005,9000000
Scott Parker,2005,9000000
Klaas-Jan Huntelaar,2005,9000000
Milan Baros,2005,8840000
Daniel Agger,2005,8760000
Marek Jankulovski,2005,8500000
Valérien Ismaël,2005,8500000
Bonaventure Kalou,2005,8500000
Georgios Samaras,2005,8500000
Miguel,2005,8000000
Andrea Caracciolo,2005,8000000
Patrice Evra,2005,8000000
Stephen Appiah,2005,8000000
Fernandinho,2005,7800000
Giorgio Chiellini,2005,7700000
John Carew,2005,7600000
Jon Dahl Tomasson,2005,7500000
Craig Bellamy,2005,7500000
Benoît Pedretti,2005,7500000
Domenico Morfeo,2005,7500000
Stephen Makinwa,2005,7500000
Ji-seong Park,2005,7300000
Mamadou Niang,2005,7000000
Kevin Kuranyi,2005,6900000
Per Kröldrup,2005,6800000
Frédéric Kanouté,2005,6500000
Henri Camara,2005,6450000
Jan Kromkamp,2005,6000000
John Utaka,2005,6000000
Camel Meriem,2005,6000000
Benjani,2005,6000000
Joseph Enakarhire,2005,6000000
Manuel Pasqual,2005,6000000
Valon Behrami,2005,6000000
Yasser Al-Qahtani,2005,6000000
Emerson Sheik,2005,6000000
Antonio Cassano,2005,5500000
Riccardo Montolivo,2005,5500000
Markus Rosenberg,2005,5300000
Phil Neville,2005,5300000
Simon Davies,2005,5250000
Slobodan Rajkovic,2005,5200000
Rafael van der Vaart,2005,5100000
Emre Belözoglu,2005,5000000
Torsten Frings,2005,5000000
Maxi Rodríguez,2005,5000000
Timmy Simons,2005,5000000
Sylvain Monsoreau,2005,5000000
Jô,2005,5000000
Rafinha,2005,5000000
Jérémy Mathieu,2005,5000000
Carlos Diogo,2005,5000000
Thomas Kahlenberg,2005,5000000
Barreto,2005,5000000
Michele Canini,2005,5000000
El-Hadji Diouf,2005,4800000
Wilfred Bouma,2005,4700000
Tom Huddlestone,2005,4700000
Mikael Forssell,2005,4500000
Mozart,2005,4500000
Igor Semshov,2005,4500000
Martin Stranzl,2005,4500000
Darren Bent,2005,4500000
Nathan Ellington,2005,4500000
Lima,2005,4500000
Curtis Davies,2005,4500000
Lassana Diarra,2005,4500000
Shunsuke Nakamura,2005,4200000
Ruslan Rotan,2005,4200000
Emiliano Bonazzoli,2005,4150000
Robert Earnshaw,2005,4130000
Costinha,2005,4000000
Per Kröldrup,2005,4000000
Cicinho,2005,4000000
Edwin van der Sar,2005,4000000
Pablo García,2005,4000000
Simon Vukcevic,2005,4000000
Reinaldo,2005,4000000
Andreas Ivanschitz,2005,4000000
Vladimir Bystrov,2005,4000000
Eduardo Costa,2005,4000000
Lorik Cana,2005,4000000
Mike Hanke,2005,4000000
Alex Song,2005,4000000
Aleksandr Samedov,2005,4000000
Patrick Müller,2005,3800000
Yossi Benayoun,2005,3750000
Tolga Seyhan,2005,3750000
Paul Scharner,2005,3670000
Darius Vassell,2005,3600000
Elvis Abbruscato,2005,3600000
Ewerthon,2005,3500000
Aílton,2005,3500000
Deivid,2005,3500000
Grzegorz Rasiak,2005,3500000
Thiago Silva,2005,3500000
Alberto Rivera,2005,3500000
Grafite,2005,3500000
Jonás Gutiérrez,2005,3500000
Pablo Zabaleta,2005,3500000
Bryan Bergougnoux,2005,3400000
Filip Holosko,2005,3300000
Tomas Jun,2005,3250000
Danny Murphy,2005,3210000
Vikash Dhorasoo,2005,3200000
Fran Mérida,2005,3200000
Maciej Zurawski,2005,3100000
Clinton Morrison,2005,3000000
Jesper Grönkjaer,2005,3000000
Santos,2005,3000000
Aruna Dindane,2005,3000000
Albert Riera,2005,3000000
Alou Diarra,2005,3000000
Frédéric Piquionne,2005,3000000
Pascal Feindouno,2005,3000000
Fabrice Pancrate,2005,3000000
Grzegorz Rasiak,2005,3000000
Andrew O'Brien,2005,3000000
Abou Diaby,2005,3000000
Mohamed Zidan,2005,3000000
Erik Edman,2005,3000000
David Rozehnal,2005,3000000
Sergey Semak,2005,3000000
Hossam Ghaly,2005,3000000
Moumouni Dagano,2005,3000000
Luis García,2005,3000000
Marcus Bent,2005,3000000
Wayne Routledge,2005,3000000
Emir Spahic,2005,3000000
David Connolly,2005,3000000
Leonardo Pisculichi,2005,3000000
Claudio Maldonado,2005,3000000
Carlos Vela,2005,3000000
Alessandro Gamberini,2005,3000000
Abdul Kader Keita,2005,3000000
Amr Zaki,2005,3000000
Sebastián Taborda,2005,3000000
Aleksandr Anyukov,2005,3000000
Leandro Fernández,2005,3000000
Aritz Aduriz,2005,3000000
Mikel Arteta,2005,2800000
Emanuel Pogatetz,2005,2710000
Jon Stead,2005,2700000
Julio dos Santos,2005,2700000
Yaya Touré,2005,2700000
Dennis Oliech,2005,2700000
Ade Akinbiyi,2005,2630000
Kléberson,2005,2600000
Enzo Maresca,2005,2500000
França,2005,2500000
Luis Jiménez,2005,2500000
Shinji Ono,2005,2500000
Wesley Sonck,2005,2500000
Thimothée Atouba,2005,2500000
Nicolás Frutos,2005,2500000
Lukas Zelenka,2005,2500000
Nuno Espírito Santo,2005,2500000
Takayuki Suzuki,2005,2500000
Bakari Koné,2005,2500000
Luciano Galletti,2005,2500000
Nunes,2005,2500000
Mark González,2005,2500000
Ron Vlaar,2005,2500000
Morten Skoubo,2005,2500000
Jorge Luís,2005,2500000
Bostjan Cesar,2005,2500000
Quincy Owusu-Abeyie,2005,2500000
Edixon Perea,2005,2500000
Felipe,2005,2500000
Federico Insúa,2005,2480000
Naldo,2005,2400000
Garry O'Connor,2005,2400000
Jhon Viáfara,2005,2400000
Lisandro López,2005,2300000
Michael Brown,2005,2300000
Sören Larsen,2005,2300000
Nolberto Solano,2005,2250000
Paul Konchesky,2005,2250000
Diomansy Kamara,2005,2250000
Darren Carter,2005,2250000
Marek Heinz,2005,2250000
Damien Francis,2005,2250000
John Welsh,2005,2250000
Gustavo Nery,2005,2200000
Adam Virgo,2005,2200000
Ivica Dragutinovic,2005,2100000
Santiago Solari,2005,2000000
Nuno Valente,2005,2000000
Young-pyo Lee,2005,2000000
Rabiu Afolabi,2005,2000000
Tomasz Frankowski,2005,2000000
Patrick Owomoyela,2005,2000000
João Alves,2005,2000000
Sébastien Mazure,2005,2000000
Sasa Ilic,2005,2000000
Miguel Ángel,2005,2000000
Chun-soo Lee,2005,2000000
Martin Kamburov,2005,2000000
Javier Arizmendi,2005,2000000
Marián Had,2005,2000000
Martin Andresen,2005,2000000
Eldin Jakupovic,2005,2000000
Anthony Seric,2005,2000000
Danny Gabbidon,2005,2000000
James Collins,2005,2000000
Júan,2005,2000000
Heidar Helguson,2005,2000000
Pavel Pogrebnyak,2005,2000000
Ben Foster,2005,2000000
Denis Kolodin,2005,2000000
Borges,2005,2000000
Ognjen Koroman,2005,2000000
Daniel Bilos,2005,2000000
Mads Junker,2005,2000000
Andriy Shevchenko,2006,43300000
Michael Carrick,2006,27200000
Mahamadou Diarra,2006,26000000
Joaquín,2006,25000000
Zlatan Ibrahimovic,2006,24800000
Sergio Agüero,2006,21700000
Fernando Gago,2006,20500000
John Mikel Obi,2006,20000000
Dirk Kuyt,2006,18000000
Émerson,2006,16000000
Obafemi Martins,2006,16000000
Dimitar Berbatov,2006,15700000
Damien Duff,2006,15500000
Ruud van Nistelrooy,2006,15000000
Ricardo Oliveira,2006,15000000
Carlos Tévez,2006,14600000
Javier Mascherano,2006,14600000
Anatoliy Tymoshchuk,2006,14500000
Gianluca Zambrotta,2006,14000000
Khalid Boulahrouz,2006,13200000
Ashley Young,2006,13200000
David Pizarro,2006,13000000
Matthew Upson,2006,12600000
Didier Zokora,2006,12350000
Nicolas Anelka,2006,12000000
Eidur Gudjohnsen,2006,12000000
Gonzalo Higuaín,2006,12000000
Pablo Aimar,2006,11000000
Cani,2006,11000000
Andy Johnson,2006,11000000
Vincent Kompany,2006,10500000
Lukas Podolski,2006,10000000
Tomás Rosicky,2006,10000000
Francesco Tavano,2006,10000000
Stiliyan Petrov,2006,10000000
Pascal Chimbonda,2006,10000000
Patrick Vieira,2006,9500000
Jermaine Pennant,2006,9100000
Maniche,2006,9000000
Craig Bellamy,2006,9000000
Fernando Cavenaghi,2006,9000000
Arouna Koné,2006,9000000
Wagner,2006,9000000
Javier Chevantón,2006,8900000
Robert Huth,2006,8900000
Amauri,2006,8750000
Matías Fernández,2006,8700000
Rafael Sóbis,2006,8500000
Daniel Van Buyten,2006,8000000
Adrian Mutu,2006,8000000
Kim Källström,2006,8000000
Nilmar,2006,8000000
Massimo Oddo,2006,7750000
Ronaldo,2006,7500000
Asier del Horno,2006,7500000
Fatih Tekke,2006,7500000
Emile Heskey,2006,7500000
Diego Lugano,2006,7500000
Ederson,2006,7500000
Ashley Cole,2006,7400000
Fabio Cannavaro,2006,7000000
Mateja Kezman,2006,7000000
Alejandro Domínguez,2006,7000000
Jérémy Toulalan,2006,7000000
Maicon,2006,6800000
Luís Boa Morte,2006,6800000
Mido,2006,6750000
Joleon Lescott,2006,6500000
Marcelo,2006,6500000
Stefan Kießling,2006,6500000
David Odonkor,2006,6500000
Stephen Makinwa,2006,6300000
Alou Diarra,2006,6250000
Costinha,2006,6000000
Mark van Bommel,2006,6000000
Nikola Zigic,2006,6000000
Georgios Seitaridis,2006,6000000
Diego,2006,6000000
Joris Mathijsen,2006,6000000
Ilan,2006,6000000
Fernando Navarro,2006,6000000
Gary McSheffrey,2006,6000000
Sidi Keita,2006,6000000
Javi Martínez,2006,6000000
Sébastien Frey,2006,5750000
Edú Dracena,2006,5700000
Ramón,2006,5650000
Yaya Touré,2006,5500000
Fabio Grosso,2006,5500000
Daniel Moreira,2006,5500000
Mario Santana,2006,5500000
Fábio Simplício,2006,5500000
Matías Delgado,2006,5500000
Souleymane Diawara,2006,5400000
Cristian Ledesma,2006,5300000
Emiliano Bonazzoli,2006,5250000
Fernando Morientes,2006,5000000
Aleksandr Kerzhakov,2006,5000000
Diego Milito,2006,5000000
Benoît Pedretti,2006,5000000
Lilian Thuram,2006,5000000
Celsinho,2006,5000000
Pierre-Alain Frau,2006,5000000
Ricardo Rocha,2006,5000000
Johan Elmander,2006,5000000
Benoît Assou-Ekotto,2006,5000000
Pavel Pogrebnyak,2006,5000000
Mousa Dembélé,2006,5000000
Denílson,2006,5000000
Edinson Cavani,2006,5000000
Jan Vennegoor of Hesselink,2006,4900000
Per Mertesacker,2006,4700000
Nelson Valdez,2006,4700000
Riki,2006,4640000
Sébastien Squillaci,2006,4500000
Olivier Thomert,2006,4500000
Paulo André,2006,4500000
Niko Kranjcar,2006,4500000
Afonso Alves,2006,4500000
Franck Queudrue,2006,4500000
Johann Vogel,2006,4500000
Federico Insúa,2006,4500000
Fitz Hall,2006,4500000
Deivid,2006,4500000
Yoann Gourcuff,2006,4500000
Greg Halford,2006,4500000
Dodô,2006,4500000
Cameron Jerome,2006,4450000
Denny Landzaat,2006,4400000
Andy Reid,2006,4200000
Calum Davenport,2006,4200000
Fábio Santos,2006,4200000
Alex Frei,2006,4100000
Simone Barone,2006,4100000
Milan Bisevac,2006,4100000
Jason Roberts,2006,4080000
Salomon Kalou,2006,4000000
Mista,2006,4000000
Jean-Alain Boumsong,2006,4000000
Péguy Luyindula,2006,4000000
Matt Moussilou,2006,4000000
Mariano Pernía,2006,4000000
Andreas Hinkel,2006,4000000
Frédéric Thomas,2006,4000000
Moubarak Boussoufa,2006,4000000
Caner Erkin,2006,4000000
Koen Daerden,2006,4000000
Matías Vuoso,2006,4000000
Nenê,2006,4000000
Salvador Cabañas,2006,4000000
Leandro Somoza,2006,4000000
Álvaro Arbeloa,2006,3900000
Boubacar Sanogo,2006,3800000
Francisco Fonseca,2006,3800000
Massimo Gobbi,2006,3800000
Matthew Kilgallon,2006,3800000
Marco Ruben,2006,3800000
Madjid Bougherra,2006,3790000
Jimmy Bullard,2006,3750000
Ricardinho,2006,3750000
Shefki Kuqi,2006,3750000
Benni McCarthy,2006,3700000
Rodolfo,2006,3700000
Jonathan Santana,2006,3600000
Leonardo Pisculichi,2006,3600000
Konstantinos Katsouranis,2006,3500000
Jiri Jarosik,2006,3500000
Ronald Zubar,2006,3500000
Roberto Guana,2006,3500000
Jérémy Ménez,2006,3500000
Stefano Mauri,2006,3500000
Ricardo Osorio,2006,3500000
Francisco Fonseca,2006,3500000
Diego Rivas,2006,3500000
Gijs Luirink,2006,3500000
Claude Davis,2006,3500000
Daniel Montenegro,2006,3500000
Nelson Rivas,2006,3500000
Pablo Vitti,2006,3500000
Rob Hulse,2006,3450000
Christian Wilhelmsson,2006,3300000
Daniele Bonera,2006,3300000
Daniel Niculae,2006,3300000
Radhi Jaidi,2006,3250000
David Cotterill,2006,3200000
Corrêa,2006,3200000
Pasquale Foggia,2006,3150000
Johan Micoud,2006,3000000
Steed Malbranque,2006,3000000
Marco Cassetti,2006,3000000
Andreas Isaksson,2006,3000000
Jaap Stam,2006,3000000
Juan Pablo Sorín,2006,3000000
Jan Kromkamp,2006,3000000
Boško Jankovic,2006,3000000
Robert Green,2006,3000000
Luis Jiménez,2006,3000000
Markus Rosenberg,2006,3000000
Bernardo Corradi,2006,3000000
Lucas Biglia,2006,3000000
Luciano Figueroa,2006,3000000
Thomas Gravesen,2006,3000000
Erjon Bogdani,2006,3000000
Carlton Cole,2006,3000000
Ivan Pelizzoli,2006,3000000
Amara Diané,2006,3000000
Cribari,2006,3000000
Leandro Gracián,2006,3000000
Yohan Hautcoeur,2006,3000000
José Manuel Jurado,2006,3000000
Amdy Fayé,2006,3000000
André Ooijer,2006,3000000
Abdoulaye Fayé,2006,3000000
Arthur Boka,2006,3000000
Nenad Kovacevic,2006,3000000
Pascal Cygan,2006,3000000
Clint Dempsey,2006,3000000
Pablo Barrientos,2006,3000000
Michel Bastos,2006,3000000
Aílton,2006,3000000
Christian Maggio,2006,3000000
Zdravko Kuzmanovic,2006,3000000
Gonzalo Vargas,2006,3000000
Kevin Thomson,2006,3000000
George Ogararu,2006,3000000
Anthony Stokes,2006,3000000
Alexis Sánchez,2006,3000000
Bolívar,2006,3000000
Kauê,2006,3000000
Juan Pablo Pino,2006,3000000
Ryan Donk,2006,3000000
Luiz Adriano,2006,3000000
Tinga,2006,2900000
Mohamed Zidan,2006,2800000
Djimi Traoré,2006,2800000
Karim Haggui,2006,2780000
Marcelinho Paraíba,2006,2750000
Aleksandar Lukovic,2006,2700000
Gabriel Paletta,2006,2700000
Luton Shelton,2006,2700000
Yuki Abe,2006,2700000
Matías Vuoso,2006,2650000
Marko Pantelic,2006,2600000
Razvan Cocis,2006,2600000
Marcelinho Paraíba,2006,2500000
Modeste M'Bami,2006,2500000
Kevin Kilbane,2006,2500000
Angelos Charisteas,2006,2500000
Luigi Pieroni,2006,2500000
Fernando Torres,2007,38000000
Arjen Robben,2007,35000000
Anderson,2007,31500000
Pepe,2007,30000000
Franck Ribéry,2007,30000000
Wesley Sneijder,2007,27000000
Nani,2007,25500000
Owen Hargreaves,2007,25000000
Darren Bent,2007,24750000
Thierry Henry,2007,24000000
Alexandre Pato,2007,24000000
Diego Forlán,2007,21000000
Simão,2007,20000000
Gabriel Milito,2007,20000000
Mirko Vucinic,2007,19500000
Florent Malouda,2007,19000000
Nicolas Anelka,2007,18000000
Éver Banega,2007,18000000
Manuel Fernandes,2007,18000000
Ryan Babel,2007,17250000
Afonso Alves,2007,17000000
Abdul Kader Keita,2007,16800000
Yakubu Aiyegbeni,2007,16500000
Cristian Chivu,2007,16000000
Miroslav Klose,2007,15000000
Éric Abidal,2007,15000000
Mauro Zárate,2007,15000000
Nery Castillo,2007,15000000
Gareth Bale,2007,14700000
Matuzalém,2007,14500000
Royston Drenthe,2007,14000000
Willian,2007,14000000
Nikola Zigic,2007,14000000
Marcell Jansen,2007,14000000
Eduardo,2007,13500000
Tiago,2007,13000000
